ID_SELLER,id,url,Tipo,Marca,Modelo,Ano,Variante,Kilometraje,Color,description,price,Combustible,Dueno,Tipo_de_vendedor,Currency,create_date,direccion,Comuna,Ciudad,vendor,cnpj_cpf,carroceria,number_of_photos,photos,phone
3851432,53557997,"https://www.webmotors.com.br/comprar/FIAT/TORO/20-16V-TURBO-DIESEL-FREEDOM-4WD-MANUAL/4-portas/2016-2017/53557997","car","FIAT","TORO",2017,"2.0 16V TURBO DIESEL FREEDOM 4WD MANUAL",175735,"Preto",". Outros Opcionais: Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, MP3 Player, Pára-choques na cor do veículo.","80900","Diesel","BARBOSA AUTOMOVEIS",false,"R$","2024-08-01T10:15:33","","Goiânia","Goiás (GO)","Loja","14309960000142","Picape",17,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(62███142███47"
3879807,54068825,"https://www.webmotors.com.br/comprar/HONDA/CRV/20-LX-4X2-16V-GASOLINA-4P-AUTOMATICO/2-portas/2012/54068825","car","HONDA","CRV",2012,"2.0 LX 4X2 16V GASOLINA 4P AUTOMÁTICO",100,"Branco","","72900","Gasolina","INVEST VEÍCULOS",false,"R$","2024-08-27T09:28:13","","Taubaté","São Paulo (SP)","Loja","32292130000131","Utilitário esportivo",12,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]",""
3302188,54098939,"https://www.webmotors.com.br/comprar/HONDA/CIVIC/20-DI-e:HEV-TOURING-e-CVT/4-portas/2023-2024/54098939","car","HONDA","CIVIC",2024,"2.0 DI e:HEV TOURING e-CVT",680,"Branco","O hibrido mais eletrico do mercado. Outros Opcionais: Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo.","234900","Gasolina e elétrico","Dealer Honda",false,"R$","2024-08-28T11:53:18","","São Paulo","São Paulo (SP)","Concessionária","08250575000174","Sedã",5,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]",""
3877611,53695833,"https://www.webmotors.com.br/comprar/CHEVROLET/TRACKER/10-TURBO-FLEX-AUTOMATICO/4-portas/2024/53695833","car","CHEVROLET","TRACKER",2024,"1.0 TURBO FLEX AUTOMÁTICO",10000,"Preto"," Outros Opcionais: Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo.","128900","Gasolina e álcool","LIMARIN AUTOMOVEIS",false,"R$","2024-08-08T13:49:35","","Santa Maria","Rio Grande do Sul (RS)","Loja","15193569000198","Utilitário esportivo",10,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(55███302███71"
3855050,54101817,"https://www.webmotors.com.br/comprar/FIAT/ARGO/10-FIREFLY-FLEX-DRIVE-MANUAL/4-portas/2019-2020/54101817","car","FIAT","ARGO",2020,"1.0 FIREFLY FLEX DRIVE MANUAL",48670,"Vermelho","","53900","Gasolina e álcool","Mazzocatto Automóveis",false,"R$","2024-08-28T13:22:22","","Joinville","Santa Catarina (SC)","Loja","19279119000173","Hatchback",20,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(47███307███57"
3852881,53142823,"https://www.webmotors.com.br/comprar/AUDI/A3/20-40-TFSI-GASOLINA-SPORTBACK-S-LINE-S-TRONIC/4-portas/2021-2022/53142823","car","AUDI","A3",2022,"2.0 40 TFSI GASOLINA SPORTBACK S LINE S-TRONIC",13841,"Cinza","","215900","Gasolina","R QUATTRO VEICULOS",false,"R$","2024-07-08T12:40:53","","Curitiba","Paraná (PR)","Loja","21856912000130","Hatchback",0,"null","(41███042███43"
3913873,54045926,"https://www.webmotors.com.br/comprar/BMW/320i/20-16V-TURBO-ACTIVE-FLEX-4P-AUTOMATICO/4-portas/2014/54045926","car","BMW","320i",2014,"2.0 16V TURBO ACTIVE FLEX 4P AUTOMÁTICO",93400,"Azul","Sensor de estacionamento traseiro, ar condicionado digital, bancos em couro com regulagem de altura e profundidade, volante multifuncional, controle de som no volante, detalhes em carbono no painel, multimidia. 

Veículo em excepcional estado de conservação, laudo cautelar aprovado,  revisado.

Somos especializados em compra e venda de veículos, com uma estrutura fantástica e atendimento de excelência. Siga: dwcarsoficial","97890","Gasolina e álcool","DW CARROS LTDA",false,"R$","2024-08-26T10:50:50","","São Paulo","São Paulo (SP)","Loja","42960002000172","Sedã",14,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(11███420███29"
3182654,53629232,"https://www.webmotors.com.br/comprar/AUDI/Q5/20-55-TFSIE-PHEV-PERFORMANCE-BLACK-QUATTRO-S-TRONIC/4-portas/2022/53629232","car","AUDI","Q5",2022,"2.0 55 TFSIE PHEV PERFORMANCE BLACK QUATTRO S TRONIC",14300,"Branco","Blindado pela DW em agosto de 2024
Vidros Fanavid 
Periciado e com procedencia !!!
 Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Direção Elétrica, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, Pára-choques na cor do veículo, Porta-copos.","418700","Gasolina e elétrico","Nasa Automoveis",false,"R$","2024-08-05T17:36:24","","Santo André","São Paulo (SP)","Loja","04709436000105","Utilitário esportivo",20,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]",""
3824445,54104088,"https://www.webmotors.com.br/comprar/TOYOTA/HILUX-SW4/28-SRX-4X4-16V-TURBO-INTERCOOLER-DIESEL-4P-AUTOMATICO/4-portas/2016/54104088","car","TOYOTA","HILUX SW4",2016,"2.8 SRX 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO",185792,"Branco","","199900","Diesel","Barão Veículos",true,"R$","2024-08-28T14:41:54","","São José dos Campos","São Paulo (SP)","Loja","03244624000142","Utilitário esportivo",20,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(12███600███02"
3857934,53770749,"https://www.webmotors.com.br/comprar/FIAT/DUCATO/23-MULTIJET-DIESEL-CARGO-MEDIO-MANUAL/2-portas/2019/53770749","car","FIAT","DUCATO",2019,"2.3 MULTIJET DIESEL CARGO MÉDIO MANUAL",94000,"Branco","O carro está disponível na Rzero Multimarcas, em um ótimo estado de conservação, laudo cautelar aprovado e 3 meses de garantia! São mais de 300 veículos em estoque! 
Parcelamos no cartão em até 18x com taxas baixas, além de ter parceria com todas as financeiras com as melhores taxas de todo o mercado automotivo!! ","144890","Diesel","RZERO",false,"R$","2024-08-12T15:11:24","","São Paulo","São Paulo (SP)","Loja","21797639000110","Van/Utilitário",9,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(11███420███21"
3903523,53624990,"https://www.webmotors.com.br/comprar/HONDA/CRV/20-LX-4X2-16V-FLEX-4P-AUTOMATICO/4-portas/2013/53624990","car","HONDA","CRV",2013,"2.0 LX 4X2 16V FLEX 4P AUTOMÁTICO",125000,"Preto","","74990","Gasolina e álcool","ADR PREMIUM COMERCIO DE VEICULOS LTDA.",false,"R$","2024-08-05T15:29:33","","São Paulo","São Paulo (SP)","Loja","41016101000138","Utilitário esportivo",14,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","080███07-███"
3954814,53584894,"https://www.webmotors.com.br/comprar/FORD/KA/10-TI-VCT-FLEX-SE-MANUAL/4-portas/2018-2019/53584894","car","FORD","KA",2019,"1.0 TI-VCT FLEX SE MANUAL",112000,"Preto"," Outros Opcionais: Comando de áudio no volante, Direção Elétrica, Distribuição eletrônica de frenagem, Pára-choques na cor do veículo.","46900","Gasolina e álcool","FORT VEICULOS",false,"R$","2024-08-02T13:14:21","","Varginha","Minas Gerais (MG)","Loja","52599250000193","Hatchback",6,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","080███06-███"
3879807,53639234,"https://www.webmotors.com.br/comprar/MERCEDES-BENZ/A-200/13-CGI-GASOLINA-ADVANCE-SEDAN-7G-DCT/4-portas/2020/53639234","car","MERCEDES-BENZ","A 200",2020,"1.3 CGI GASOLINA ADVANCE SEDAN 7G-DCT",58000,"Branco","","193900","Gasolina","INVEST VEÍCULOS",false,"R$","2024-08-06T10:24:48","","Taubaté","São Paulo (SP)","Loja","32292130000131","Sedã",20,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","080███06-███"
3887267,53973042,"https://www.webmotors.com.br/comprar/VOLKSWAGEN/POLO/10-MPI-TRACK-MANUAL/4-portas/2023/53973042","car","VOLKSWAGEN","POLO",2023,"1.0 MPI TRACK MANUAL",39608,"Cinza","","70990","Gasolina e álcool","Netcarros Barra Funda",false,"R$","2024-08-22T10:04:16","","São Paulo","São Paulo (SP)","Concessionária","34350715000196","Hatchback",20,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(11███420███71"
3918845,54154898,"https://www.webmotors.com.br/comprar/TOYOTA/HILUX-SW4/30-SRV-4X4-7-LUGARES-16V-TURBO-INTERCOOLER-DIESEL-4P-AUTOMATICO/4-portas/2011-2012/54154898","car","TOYOTA","HILUX SW4",2012,"3.0 SRV 4X4 7 LUGARES 16V TURBO INTERCOOLER DIESEL 4P AUTOMÁTICO",83324,"Prata","Único proprietário!!!
Todas revisões feitas na concessionária.
Em estado de NOVO!!! 
Vale a pena conferir ! 
Veículo possui manual e chave cópia. Outros Opcionais: Assistente de Partida em Rampa, Banco bi-partido, Comando de áudio no volante, Controle de estabilidade, Distribuição eletrônica de frenagem, Farol de neblina, Kit Multimídia, MP3 Player, Pára-choques na cor do veículo.","163900","Diesel","BCS - AUTOS",false,"R$","2024-08-30T17:13:39","","São Paulo","São Paulo (SP)","Loja","23276294000184","Utilitário esportivo",14,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","(11███420███34"
3863568,53673644,"https://www.webmotors.com.br/comprar/TOYOTA/HILUX/28-SRX-4X4-CD-16V-DIESEL-4P-AUTOMATICO/4-portas/2019-2020/53673644","car","TOYOTA","HILUX",2020,"2.8 SRX 4X4 CD 16V DIESEL 4P AUTOMÁTICO",114010,"Cinza","Garantia da Loja, Feito Vistoria Cautelar

Veículo da concessionária Umuarama, aceitamos seu usado na troca.

Veículo revisado e com laudo cautelar.","210990","Diesel","Umuarama Concessionárias - Araguaína",false,"R$","2024-08-07T14:56:51","","Araguaína","Tocantins (TO)","Loja","07172382000180","Picape",7,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]","080███02-███"
3839381,53584027,"https://www.webmotors.com.br/comprar/CADILLAC/ESCALADE/62-V8-ECOTEC3-FLEXFUEL-PLATINUM-ESV-4WD-AUTOMATICO/4-portas/2019/53584027","car","CADILLAC","ESCALADE",2019,"6.2 V8 ECOTEC3 FLEXFUEL PLATINUM ESV 4WD AUTOMÁTICO",19800,"Cinza","Blindado BSS com vidros Graphene com Garantia dos de blindagem e vidros até 25
Versão mais completa
Configurado cor Shadown Metallic 
Acabamentos externos em aço 
Rodas aro 22” diamantadas 
Estribo elétrico 
Modos de condução 
Geladeira  
Teto solar elétrico 
Câmbio automático de 10 velocidades 
Telas de entretenimento para os assentos traseiros no teto e nos bancos 
7 lugares 
Acabamentos de teto em Alcântara 
Ar-condicionado 
Sistema de áudio BOSE 
Copo Cadillac 
Sistema Start/Stop
Impecavel ","979900","Gasolina e álcool","Exchange Motors",false,"R$","2024-08-02T12:33:28","","Vinhedo","São Paulo (SP)","Loja","12625137000110","Picape",20,"[""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN"",""https://image.webmotors.com.br/_fotos/AnuncioUsados/gigante/NaN""]",""
